TicketNumber,UserID,Satisfaction,UserOrigin
1,ef55230d-e41c-40e5-bfe4-f63194197ea2,10,Pagamentos à fornecedores
3,e5fc8b09-1e68-4217-8b9a-7368fc21a8e5,10,Gente e Gestão
4,b89a5028-ac41-4b57-8f68-06b97489fab0,0,"Cadastro de fornecedores, materiais ou serviços"
5,3863d48a-bea3-4f03-b76f-d62923ba5ce9,10,Assuntos de TI
7,e5eee110-4b14-4767-b0bc-c7b1dd1adc51,10,Assuntos de TI
9,aae3f48f-6deb-4abc-9944-44f24dd735c8,10,Assuntos de TI
10,a358861f-df42-4a1a-948b-4a084020cf6a,9,Assuntos de TI
12,f5bab0e3-dc28-4e3f-a251-a26362c139ce,10,Assuntos de TI
13,72510ec8-3db8-4915-97e3-301a8d309779,10,Assuntos de TI
15,3ccdaefb-68e3-4426-b0b7-daaf21403b2d,0,Gente e Gestão
16,0101c249-287c-4ed6-80df-e817c67cd565,10,Assuntos de TI
18,efd59248-c3c1-46e9-9e02-10d3a1ba85f0,9,Gente e Gestão
20,5b9f4896-850f-4d98-a2c5-f672090b664f,10,Gente e Gestão
24,c01d000b-a212-4fef-9ba0-b7667653a54d,7,Processo de compras e suprimentos
25,b91cf099-5513-446a-9c67-0a6d7ee76975,5,Gente e Gestão
26,18d5c189-ee93-4cf6-a959-ac522d891cb2,1,Gente e Gestão
27,2a181bdf-f52e-463c-bfa9-a2fb98461c3c,10,Gente e Gestão
29,ffb4c70b-d658-4d7a-92f7-ff18ca6354e2,1,Gente e Gestão
31,0f75c83a-1c2a-4e5c-b2b1-f7ec8c3946c8,10,
32,c01a5973-af56-4340-bb36-c7acebc10702,9,Gente e Gestão
34,00a0f783-536f-4df4-9f60-9d7774b4c3f5,0,Assuntos de TI
36,7dd3ff82-3a59-4dcd-a795-c58777f1ae63,10,Gente e Gestão
37,beade4f1-1d98-498e-bce9-a558f9483d1d,10,Gente e Gestão
39,dcb20855-1f6f-4ec1-b227-72232357c595,10,Gente e Gestão
40,03e3353a-208c-4dfc-ac61-9a5ffdceee64,0,Assuntos de TI
42,ff57a0f0-3198-425d-805a-c33947927ea2,8,Gente e Gestão
51,63c5841c-bf30-453e-997c-8e79ccc3d556,7,Gente e Gestão
57,23f71cea-3506-4ceb-8220-c4fb714929f9,10,Input Inesperado
58,dc626c5d-42bb-4c5b-9a9f-0bcf1d043e57,10,Input Inesperado
62,9e5985d2-3908-4540-a0f3-b9acc512812c,10,TI
63,0ed14f80-0262-4af7-a8b1-04dd5db8fc51,10,TI
64,5083c148-f1bf-4735-9f0b-132483e3291f,10,Suprimentos
65,d6bfcf09-72eb-4c2b-b1ae-7f16bc042b77,10,TI
66,f1bbd984-8c28-419c-8807-2a8dd4eec4f8,10,
67,1113b97e-3e4d-4ffb-b9dc-b5d417e0947f,10,
68,264a6fd8-7965-4f8d-8b73-e9e283be9203,10,Logistica
69,7836bf28-eb47-4657-beb4-ae07ddea408f,10,"Cadastro de fornecedores, materiais ou serviço"
71,2edde23d-a751-46e8-b87a-a86a8f843b13,8,Processo de compras e suprimentos
72,6f7b5c1b-b1f2-4bc2-9a04-c4181dacb82f,10,
73,d0aefc45-5c3a-4168-a269-8196236fa8f0,10,
76,80d84fdf-799a-4680-99e2-cb246380930d,10,Processo de compras e suprimentos
77,9150adfd-8589-4ac2-b065-8cfac882cb84,10,Processo de compras e suprimentos
78,d838ec31-714a-4dfe-8505-38f0c2d777f6,10,TI
79,ea56e14b-37cb-4dcb-99b4-adfd5e1349b8,10,TI
80,54f2ee20-5f0f-4baa-bf94-9608c1b2de85,9,TI
81,ab6fceef-48bc-4bd7-92aa-2214e6cc62f7,9,TI
83,85d368d7-01f9-45c4-999b-9c59d2bb9e8f,10,TI
84,51ce9cc6-38d4-4321-882b-05bb3a9af88e,10,TI
86,7c733e04-5350-4982-9dd4-10e97cdf5c88,10,TI
87,dfa47362-ee90-4d59-8a10-eae0af582203,10,TI
88,adb7e554-0fdd-40f9-90fd-2b868b1fc582,10,TI
89,f28a1af7-e2bc-4ebd-bf86-88b67746d341,10,TI
93,734df1ac-84a1-4616-b35c-d8d0ebcbd9b7,10,Cadastros
94,e056db57-14ef-4e64-a270-dc363e9072c7,10,Cadastros
95,2a6d6180-5d78-4cfb-a66f-c82366f68b4d,10,TI
96,fbd5265b-eecf-4aea-bec2-9949c91e446b,10,TI
97,baa716cf-9839-49f6-a677-a0ff8e19b352,10,TI
98,b95cf651-d9b7-443f-bc3f-6776cbb381dc,10,TI
99,6523e8ff-f621-41b6-9e82-ac2df92dcafb,10,TI
100,5cc2434c-0489-47e2-841b-be36dff2b4a9,10,TI
101,35c0eed8-2e0a-4f19-b025-96876d0e2c88,10,Logistica
102,fdae46d0-42f7-4095-9acb-ec852bcad360,10,Logistica
105,f6185c30-67fc-4e56-977a-0f5abe2b2f2e,10,TI
106,597f40ec-f0c5-4373-8b84-f942d40787b7,10,TI
107,925281e2-c5b6-4d02-bfc7-0ad83ca72445,10,Frota Leve
108,fce710ac-8075-4253-b2ac-93f5d7a96d5b,10,Frota Leve
112,ffd01b50-398c-47af-9e36-3e13308e7618,10,Fiscal
113,bf463a3a-eb56-4bbf-9610-6b236d249409,10,Fiscal
114,04b7adcf-1e81-4cd1-8d35-00d1c03bdf11,9,TI
115,8c1d397d-af58-4853-a4ef-9460c908684d,9,TI
118,9948cbe9-7f84-4446-9831-4b0f4887c403,10,TI
119,6c1a2516-2b76-4927-85c7-5fda9500ab22,10,TI
120,1c8bcba0-efdd-451b-b508-3a8f4d6a10c9,10,Suprimentos
121,4ce0e202-c009-49fa-8fc4-7976eb1c4063,10,Suprimentos
124,b89cb702-4eab-4ed7-be96-7f4f6e910f9a,9,TI
125,c40f61f7-208b-4bd1-a344-26ac5c9dea1c,9,TI
128,93a21ed9-c718-4a0e-a73c-3741f426dd4c,9,Financeiro
129,ac68f583-5870-40f4-b862-4817bdb3ee68,9,Financeiro
130,69992b22-c9a8-4726-92e3-8a083c1ffdf5,10,Gente e Gestão
132,a25e6bfe-f02b-4204-bea0-9c65a0433737,7,"Cadastro de fornecedores, materiais ou serviços"
133,212b38d8-c7b7-4df3-9d70-f6cd44c43907,7,"Cadastro de fornecedores, materiais ou serviços"
137,21ae6d6e-7c68-4f5c-beff-540fe72811eb,10,TI
139,e258b958-a7b9-475f-9202-571aaa4b05aa,8,Financeiro
141,8534a210-df7a-4904-911a-ab1e914251cf,10,Suprimentos
145,d749676e-2fe1-42ec-8471-6cb116634d9e,10,TI
146,ffb6f0c1-1558-446f-9a4e-707e7c62a1ed,10,Logistica
147,8d27ec12-a83c-45ee-92a7-77a8363ee2e0,7,Logistica
150,ebd696ba-089f-4f4c-baa3-78acd3828a14,10,Financeiro
153,e62f3390-9d81-447b-b2ed-3c7de53b936e,9,Suprimentos
157,4c3c0cbe-883a-4a93-af3b-80113edd4118,10,Logistica
160,e705c8fd-3290-4687-b048-d859d9164b51,10,Frota Leve
161,9ee933b7-2898-4a33-bcab-510610811e04,10,Processo de compras e suprimentos
163,478643dc-1adb-4a25-bcc5-e83bc99dbc12,10,TI
164,f2b0da53-4d8d-44a9-abf7-51d191118d61,0,TI
167,fcdfe524-0367-4bfe-a9c6-e2d6f842e6ed,10,Financeiro
172,3e607bd3-b0fb-452f-8f80-8478a1a694c1,5,TI
173,44e819e1-59e0-4080-9566-b15b69711a5d,10,Logistica
177,2f0e9998-8286-4bcd-be23-02761a2ca718,10,TI
179,25435b4b-10c4-4ead-b876-12e482a80d8d,10,Financeiro
185,12540f7a-1cf8-45d7-9a94-4eaa6411f196,9,Logistica
188,0b0c0f12-f664-457c-b026-859cb0f6f70d,10,TI
193,7c6d960d-a916-4863-9d3f-9e785ecd4b70,10,TI
198,71ead7b6-5be5-4788-82e2-f6efa2ddb0c9,0,Suprimentos
199,dc968d3a-a8e9-4285-8f85-e67177c6e319,10,Suprimentos
201,09756bc8-de3f-463a-80d4-c37f7233d747,0,Financeiro
202,26fe2c2a-6790-49a3-86f1-295e57a0a166,10,Logistica
204,317a4dc9-5008-4c0e-9b3a-0960d4f34948,10,Gente e gestao
205,d9c4ea6e-49f7-480b-85f9-187794e6254f,10,Logistica
206,4ee3db99-dfcf-4c0c-bb65-0ca54c761422,10,Gente e gestao
211,21d8050b-aee6-4670-a5bc-7cfdcb933ba5,9,TI
216,e95b5c7f-2abc-444a-844f-af28f75bcf16,10,Frota Leve
221,73d59def-7331-4d29-a730-84004f7efebc,10,Gente e gestao
224,8c95c452-8bbf-4be3-9f47-3e543ac8bd29,10,TI
225,b3a5d05c-c2b6-44b4-980d-b9673f6b2ddc,10,TI
233,2c08b8c9-fa3a-4c0f-b464-adc97f33cdf5,10,Suprimentos
235,a86b657b-e94d-40bf-9df0-a8a126d67d8f,10,Financeiro
238,de727076-c42e-4bdc-bad1-70c0ba33f193,10,TI
243,19216c50-38e2-49e1-937d-aa036c2fd584,10,TI
244,bc9a4094-ac48-47af-b430-beb85cf76be2,10,TI
246,1600bbaa-6ac8-4c25-aca2-66b17dcf9bdd,0,TI
254,73e19636-d21f-43b5-8172-19a4d86c0f77,8,Processo de compras e suprimentos
258,21cd8d53-e0b5-4185-ab3c-6ddc5a5c8912,9,Frota Leve
259,9604c723-1cf7-4617-b114-a647f24331bd,9,Frota Leve
260,e5150fdb-e91f-42b6-9469-93261ae1bfa5,10,Gente e Gestão
261,b1b76689-9387-4ebe-80f2-0bde99af269b,8,Gente e Gestão
263,4f3a26c8-eedc-4154-86db-364dabc82c6d,6,Viagens e despesas corporativas
264,f4d38f25-e9c2-4d7c-aaa7-5c49581df79e,10,Processo de compras e suprimentos
265,9713e7be-2039-4d54-9d8f-40a3c42f4012,10,Viagens e despesas corporativas
266,8a57a770-ddc9-416a-868f-956de43179d3,10,Processo de compras e suprimentos
267,4ce51d26-3015-4901-9fc9-12c768e3fe53,3,Logística
269,c1741296-8e18-48fb-9176-709d821a9607,10,Gente e Gestão
270,d06d13cb-380f-45fe-b051-2626735fd5a1,10,Viagens e despesas corporativas
271,77bc3f63-2227-4e49-85a6-29e8944d702d,10,Gente e Gestão
272,95bc7fe4-dafb-4ed3-9e5d-234df11bd58b,9,Assuntos de TI
273,48b67b48-4194-4acb-9b44-77c5ba74bbac,9,Assuntos de TI
274,62738ad5-b540-417f-9ac9-aa6adcfeadb1,10,Viagens e despesas corporativas
276,b76a0788-742c-4aa2-97d1-561d53f19811,10,Gente e Gestão
277,a35fcff8-b2d0-47a3-83de-1b928406f176,10,Gente e Gestão
278,cc8d2049-c8c4-4c23-bb6b-18380ec9a2bf,10,Gente e Gestão
279,ce9b9f60-429a-4b84-b124-a9636ee75681,9,Gente e Gestão
280,f24f0726-28e3-4f9e-8c3d-1f4c86290b0c,7,Assuntos de TI
281,3c755405-c6f5-4976-93ba-cc57e25baac1,10,Gente e Gestão
284,60ac570e-2c27-45de-9f68-f6b1783d9c16,10,Assuntos de TI
285,033f30a1-88f8-409a-8c94-f5609bb9ad3f,5,Pagamentos à fornecedores
286,082a79ff-0cde-4a34-a49c-d08623745202,10,Gente e Gestão
287,aeefcb16-6405-4cb9-ae87-46079de2bd0b,1,Assuntos de TI
292,a3dfa45c-d100-47fe-87f4-19601644809c,10,Assuntos de TI
294,5fc1c976-8d5e-4074-9e1e-cff684eb7459,10,Frota Leve
297,8571d7b1-76f7-47d1-a045-7d43411625a5,10,Gente e Gestão
301,fbe7fb37-3663-4ab5-8cab-d6888bfec2c2,10,
304,6e582153-5f3f-4c75-9a43-a5c7ecec2015,10,Gente e Gestão
307,329464aa-53bb-4a35-ab92-9c0a807c0f62,10,
310,bbfc8e80-0513-4b6f-bfa5-f182223cd598,0,Gente e Gestão
311,64979e96-0fdc-4f06-90d1-d0b3181ba6ea,10,Gente e Gestão
314,ae47414b-fe86-424d-b0b7-df593776f261,8,Gente e Gestão
316,7784dec6-56bd-405b-8fc6-eb07f461d268,10,Gente e Gestão
318,e9fe0df8-1280-4f70-8f9e-4e3228150838,8,Gente e Gestão
320,ebcab31b-ddba-451a-ba8c-b3efdad26705,8,Assuntos de TI
322,b9428992-23a1-49ed-b0fe-d1e68cfddd5e,10,Gente e Gestão
323,a3b92e22-f9db-4841-a6e0-47413042d66e,10,Assuntos de TI
324,aba517a6-0f7e-4521-acf9-d36bf94b2ca3,2,Gente e Gestão
326,43a6ce78-d586-432c-8960-6a9a3250ff4b,8,Assuntos de TI
327,2fba906e-92c4-4557-9935-54f0acdf9212,10,Frota Leve
328,28cd9f95-0e1a-478c-8d95-be63b65ed994,10,
329,6a5d0db5-753e-452c-b620-e2301d5a35cf,10,Logística
331,1bd866e6-e3c7-4c8e-87be-27db06f12daa,5,Assuntos de TI
334,92eecac0-3eb3-4741-9854-359ff8d010a2,9,Frota Leve
335,cd349f3a-0e78-4ba4-b0f8-32fb4a4c88fe,9,Frota Leve
338,0fd2ca04-6f54-49f7-8e0a-afac06e7f21d,10,TI
339,e5731954-9e45-40bf-bdb1-50fbcd6704fb,10,TI
